"id"	"famille"	1808	"Noble"	"Citoyen"	"famille.12e.siecle"
"3073"	"massitelli"	"1"	"0"	"0"	"0"
"3074"	"pieri"	"1"	"0"	"0"	"0"
"3075"	"procurative"	"1"	"0"	"0"	"0"
"3076"	"borio"	"1"	"0"	"0"	"0"
"3077"	"balevin"	"1"	"0"	"0"	"0"
"3078"	"mazzone"	"1"	"0"	"0"	"0"
"3079"	"spadon"	"1"	"0"	"0"	"0"
"3080"	"dabo"	"1"	"0"	"0"	"0"
"3081"	"polese"	"1"	"0"	"0"	"0"
"3082"	"manzoli"	"1"	"0"	"0"	"0"
"3083"	"loi"	"1"	"0"	"0"	"0"
"3084"	"dadela"	"1"	"0"	"0"	"0"
"3085"	"codognola"	"1"	"0"	"0"	"0"
"3086"	"camerata"	"1"	"0"	"0"	"0"
"3087"	"guistiniani"	"1"	"0"	"0"	"0"
"3088"	"piteri"	"1"	"0"	"0"	"0"
"3089"	"medun"	"1"	"0"	"0"	"0"
"3090"	"brache"	"1"	"0"	"0"	"0"
"3091"	"paneinforni"	"1"	"0"	"0"	"0"
"3092"	"tambelli"	"1"	"0"	"0"	"0"
"3093"	"paoluzzi"	"1"	"0"	"0"	"0"
"3094"	"loredana"	"1"	"0"	"0"	"0"
"3095"	"zelio"	"1"	"0"	"0"	"0"
"3096"	"ceser"	"1"	"0"	"0"	"0"
"3097"	"paneinforno"	"1"	"0"	"0"	"0"
"3098"	"darigo"	"1"	"0"	"0"	"0"
"3099"	"luciali"	"1"	"0"	"0"	"0"
"3100"	"clero"	"1"	"0"	"0"	"0"
"3101"	"pascolo"	"1"	"0"	"0"	"0"
"3102"	"massiteli"	"1"	"0"	"0"	"0"
"3103"	"dallana"	"1"	"0"	"0"	"0"
"3104"	"gidoni"	"1"	"0"	"0"	"0"
"3105"	"righettin"	"1"	"0"	"0"	"0"
"3106"	"dabemi"	"1"	"0"	"0"	"0"
"3107"	"piantoni"	"1"	"0"	"0"	"0"
"3108"	"pianton"	"1"	"0"	"0"	"0"
"3109"	"capellan"	"1"	"0"	"0"	"0"
"3110"	"massari"	"1"	"0"	"0"	"0"
"3111"	"viuti"	"1"	"0"	"0"	"0"
"3112"	"trapolin"	"1"	"0"	"0"	"0"
"3113"	"amorosi"	"1"	"0"	"0"	"0"
"3114"	"police"	"1"	"0"	"0"	"0"
"3115"	"gris"	"1"	"0"	"0"	"0"
"3116"	"gondulmer"	"1"	"0"	"0"	"0"
"3117"	"derocai"	"1"	"0"	"0"	"0"
"3118"	"stiore"	"1"	"0"	"0"	"0"
"3119"	"bocchini"	"1"	"0"	"0"	"0"
"3120"	"strati"	"1"	"0"	"0"	"0"
"3121"	"gennaro"	"1"	"0"	"0"	"0"
"3122"	"speroto"	"1"	"0"	"0"	"0"
"3123"	"buli"	"1"	"0"	"0"	"0"
"3124"	"ranchio"	"1"	"0"	"0"	"0"
"3125"	"pianella"	"1"	"0"	"0"	"0"
"3126"	"venturini"	"1"	"0"	"0"	"0"
"3127"	"risegati"	"1"	"0"	"0"	"0"
"3128"	"spirelli"	"1"	"0"	"0"	"0"
"3129"	"gambello"	"1"	"0"	"0"	"0"
"3130"	"spirito"	"1"	"0"	"0"	"0"
"3131"	"tarabocchia"	"1"	"0"	"0"	"0"
"3132"	"fienza"	"1"	"0"	"0"	"0"
"3133"	"polise"	"1"	"0"	"0"	"0"
"3134"	"pugnaletto"	"1"	"0"	"0"	"0"
"3135"	"marcella"	"1"	"0"	"0"	"0"
"3136"	"olivo"	"1"	"0"	"0"	"0"
"3137"	"basida"	"1"	"0"	"0"	"0"
"3138"	"parisini"	"1"	"0"	"0"	"0"
"3139"	"bruner"	"1"	"0"	"0"	"0"
"3140"	"vitali"	"1"	"0"	"0"	"1"
"3141"	"abis"	"1"	"0"	"0"	"0"
"3142"	"ghezi"	"1"	"0"	"0"	"0"
"3143"	"ghesi"	"1"	"0"	"0"	"0"
"3144"	"garlato"	"1"	"0"	"0"	"0"
"3145"	"cavallari"	"1"	"0"	"0"	"0"
"3146"	"reggio"	"1"	"0"	"0"	"0"
"3147"	"griputo"	"1"	"0"	"0"	"0"
"3148"	"giuradelli"	"1"	"0"	"0"	"0"
"3149"	"riccoboni"	"1"	"0"	"0"	"0"
"3150"	"francovich"	"1"	"0"	"0"	"0"
"3151"	"francovik"	"1"	"0"	"0"	"0"
"3152"	"marangoni"	"1"	"0"	"0"	"0"
"3153"	"nava"	"1"	"0"	"0"	"0"
"3154"	"tettamasi"	"1"	"0"	"0"	"0"
"3155"	"garoni"	"1"	"0"	"0"	"0"
"3156"	"marcovik"	"1"	"0"	"0"	"0"
"3157"	"darin"	"1"	"0"	"0"	"0"
"3158"	"mo"	"1"	"0"	"0"	"0"
"3159"	"pele"	"1"	"0"	"0"	"0"
"3160"	"monfera"	"1"	"0"	"0"	"0"
"3161"	"graputo"	"1"	"0"	"0"	"0"
"3162"	"commune"	"1"	"0"	"0"	"0"
"3163"	"delasia"	"1"	"0"	"0"	"0"
"3164"	"basido"	"1"	"0"	"0"	"0"
"3165"	"centenari"	"1"	"0"	"0"	"0"
"3166"	"sponza"	"1"	"0"	"0"	"0"
"3167"	"cavallaro"	"1"	"0"	"0"	"0"
"3168"	"fabbro"	"1"	"0"	"0"	"0"
"3169"	"lovisoni"	"1"	"0"	"0"	"0"
"3170"	"beretello"	"1"	"0"	"0"	"0"
"3171"	"desandovik"	"1"	"0"	"0"	"0"
"3172"	"dasmo"	"1"	"0"	"0"	"0"
"3173"	"dosmo"	"1"	"0"	"0"	"0"
"3174"	"gambelli"	"1"	"0"	"0"	"0"
"3175"	"visik"	"1"	"0"	"0"	"0"
"3176"	"giurodelli"	"1"	"0"	"0"	"0"
"3177"	"ghislanzoni"	"1"	"0"	"0"	"0"
"3178"	"gasparoni"	"1"	"0"	"0"	"0"
"3179"	"muzzato"	"1"	"0"	"0"	"0"
"3180"	"comacchio"	"1"	"0"	"0"	"0"
"3181"	"ventel"	"1"	"0"	"0"	"0"
"3182"	"sanferomo"	"1"	"0"	"0"	"0"
"3183"	"barella"	"1"	"0"	"0"	"0"
"3184"	"robini"	"1"	"0"	"0"	"0"
"3185"	"scarpa"	"1"	"0"	"0"	"0"
"3186"	"gavernisi"	"1"	"0"	"0"	"0"
"3187"	"nicoli"	"1"	"0"	"0"	"0"
"3188"	"seneco"	"1"	"0"	"0"	"0"
"3189"	"dalfin"	"1"	"0"	"0"	"0"
"3190"	"solfin"	"1"	"0"	"0"	"0"
"3191"	"turbin"	"1"	"0"	"0"	"0"
"3192"	"rocchetta"	"1"	"0"	"0"	"0"
"3193"	"bignardi"	"1"	"0"	"0"	"0"
"3194"	"fedrigo"	"1"	"0"	"0"	"0"
"3195"	"pestina"	"1"	"0"	"0"	"0"
"3196"	"mascarol"	"1"	"0"	"0"	"0"
"3197"	"guellacasa"	"1"	"0"	"0"	"0"
"3198"	"bellini"	"1"	"0"	"0"	"0"
"3199"	"canziani"	"1"	"0"	"0"	"1"
"3200"	"gambillo"	"1"	"0"	"0"	"0"
"3201"	"resto"	"1"	"0"	"0"	"0"
"3202"	"fabriis"	"1"	"0"	"0"	"0"
"3203"	"capellari"	"1"	"0"	"0"	"0"
"3204"	"sorari"	"1"	"0"	"0"	"0"
"3205"	"biscuccia"	"1"	"0"	"0"	"0"
"3206"	"leze"	"1"	"0"	"0"	"0"
"3207"	"frangini"	"1"	"0"	"0"	"0"
"3208"	"vicelli"	"1"	"0"	"0"	"0"
"3209"	"cossati"	"1"	"0"	"0"	"0"
"3210"	"tiozzo"	"1"	"0"	"0"	"0"
"3211"	"viato"	"1"	"0"	"0"	"0"
"3212"	"crivilier"	"1"	"0"	"0"	"0"
"3213"	"roela"	"1"	"0"	"0"	"0"
"3214"	"serato"	"1"	"0"	"0"	"0"
"3215"	"cassini"	"1"	"0"	"0"	"0"
"3216"	"caretta"	"1"	"0"	"0"	"0"
"3217"	"baroncello"	"1"	"0"	"0"	"0"
"3218"	"bocchiali"	"1"	"0"	"0"	"0"
"3219"	"robeli"	"1"	"0"	"0"	"0"
"3220"	"trovisan"	"1"	"0"	"0"	"0"
"3221"	"tacco"	"1"	"0"	"0"	"0"
"3222"	"feltroni"	"1"	"0"	"0"	"1"
"3223"	"morella"	"1"	"0"	"0"	"0"
"3224"	"degrandi"	"1"	"0"	"0"	"0"
"3225"	"armeni"	"1"	"0"	"0"	"0"
"3226"	"sassae"	"1"	"0"	"0"	"0"
"3227"	"dosi"	"1"	"0"	"0"	"0"
"3228"	"sassi"	"1"	"0"	"0"	"0"
"3229"	"nodoli"	"1"	"0"	"0"	"0"
"3230"	"picerti"	"1"	"0"	"0"	"0"
"3231"	"turturi"	"1"	"0"	"0"	"0"
"3232"	"binetti"	"1"	"0"	"0"	"0"
"3233"	"giantoffetti"	"1"	"0"	"0"	"0"
"3234"	"borghesallo"	"1"	"0"	"0"	"0"
"3235"	"segrego"	"1"	"0"	"0"	"0"
"3236"	"mosca"	"1"	"0"	"0"	"0"
"3237"	"moreta"	"1"	"0"	"0"	"0"
"3238"	"folin"	"1"	"0"	"0"	"0"
"3239"	"capogrosso"	"1"	"0"	"0"	"0"
"3240"	"locatellii"	"1"	"0"	"0"	"0"
"3241"	"sulan"	"1"	"0"	"0"	"0"
"3242"	"damosto"	"1"	"0"	"0"	"0"
"3243"	"antoneti"	"1"	"0"	"0"	"0"
"3244"	"nadalini"	"1"	"0"	"0"	"0"
"3245"	"bellati"	"1"	"0"	"0"	"0"
"3246"	"califfe"	"1"	"0"	"0"	"0"
"3247"	"chechel"	"1"	"0"	"0"	"0"
"3248"	"gardenali"	"1"	"0"	"0"	"0"
"3249"	"saleti"	"1"	"0"	"0"	"0"
"3250"	"gavandi"	"1"	"0"	"0"	"0"
"3251"	"roselli"	"1"	"0"	"0"	"0"
"3252"	"sornazo"	"1"	"0"	"0"	"0"
"3253"	"bataggia"	"1"	"0"	"0"	"0"
"3254"	"frignani"	"1"	"0"	"0"	"0"
"3255"	"barzizza"	"1"	"0"	"0"	"0"
"3256"	"biretti"	"1"	"0"	"0"	"0"
"3257"	"camposampiero"	"1"	"0"	"0"	"0"
"3258"	"trevisa"	"1"	"0"	"0"	"0"
"3259"	"azeman"	"1"	"0"	"0"	"0"
"3260"	"venenzio"	"1"	"0"	"0"	"0"
"3261"	"venanzio"	"1"	"0"	"0"	"0"
"3262"	"sanzonio"	"1"	"0"	"0"	"0"
"3263"	"maffioleti"	"1"	"0"	"0"	"0"
"3264"	"loviselli"	"1"	"0"	"0"	"0"
"3265"	"boldrin"	"1"	"0"	"0"	"0"
"3266"	"lavezi"	"1"	"0"	"0"	"0"
"3267"	"bagolino"	"1"	"0"	"0"	"0"
"3268"	"mensurato"	"1"	"0"	"0"	"0"
"3269"	"rocchetti"	"1"	"0"	"0"	"0"
"3270"	"fernicocino"	"1"	"0"	"0"	"0"
"3271"	"toninetti"	"1"	"0"	"0"	"0"
"3272"	"gattemburgo"	"1"	"0"	"0"	"0"
"3273"	"gatemburgo"	"1"	"0"	"0"	"0"
"3274"	"dri"	"1"	"0"	"0"	"0"
"3275"	"gattemburg"	"1"	"0"	"0"	"0"
"3276"	"widiman"	"1"	"0"	"0"	"0"
"3277"	"facini"	"1"	"0"	"0"	"0"
"3278"	"pitteri"	"1"	"0"	"0"	"0"
"3279"	"rados"	"1"	"0"	"0"	"0"
"3280"	"zanoni"	"1"	"0"	"0"	"0"
"3281"	"lambertini"	"1"	"0"	"0"	"0"
"3282"	"garbin"	"1"	"0"	"0"	"0"
"3283"	"floriani"	"1"	"0"	"0"	"0"
"3284"	"brunetti"	"1"	"0"	"0"	"0"
"3285"	"galizioli"	"1"	"0"	"0"	"0"
"3286"	"squarzina"	"1"	"0"	"0"	"0"
"3287"	"namias"	"1"	"0"	"0"	"0"
"3288"	"signoreti"	"1"	"0"	"0"	"0"
"3289"	"contarin"	"1"	"0"	"0"	"0"
"3290"	"taraboto"	"1"	"0"	"0"	"0"
"3291"	"tessari"	"1"	"0"	"0"	"0"
"3292"	"andrigheti"	"1"	"0"	"0"	"0"
"3293"	"albergoni"	"1"	"0"	"0"	"0"
"3294"	"mingoto"	"1"	"0"	"0"	"0"
"3295"	"ussemphumer"	"1"	"0"	"0"	"0"
"3296"	"peretis"	"1"	"0"	"0"	"0"
"3297"	"selvatici"	"1"	"0"	"0"	"0"
"3298"	"zampireti"	"1"	"0"	"0"	"0"
"3299"	"zampiereti"	"1"	"0"	"0"	"0"
"3300"	"degna"	"1"	"0"	"0"	"0"
"3301"	"gattembourg"	"1"	"0"	"0"	"0"
"3302"	"gatterbourg"	"1"	"0"	"0"	"0"
"3303"	"ratti"	"1"	"0"	"0"	"0"
"3304"	"salamon"	"1"	"0"	"0"	"0"
"3305"	"marcon"	"1"	"0"	"0"	"0"
"3306"	"fanello"	"1"	"0"	"0"	"0"
"3307"	"lambranzi"	"1"	"0"	"0"	"0"
"3308"	"carloti"	"1"	"0"	"0"	"0"
"3309"	"marineti"	"1"	"0"	"0"	"0"
"3310"	"bussoni"	"1"	"0"	"0"	"0"
"3311"	"grisoldi"	"1"	"0"	"0"	"0"
"3312"	"zuccani"	"1"	"0"	"0"	"0"
"3313"	"freo"	"1"	"0"	"0"	"0"
"3314"	"zulliani"	"1"	"0"	"0"	"0"
"3315"	"marsili"	"1"	"0"	"0"	"0"
"3316"	"fracasso"	"1"	"0"	"0"	"0"
"3317"	"attimis"	"1"	"0"	"0"	"0"
"3318"	"sordina"	"1"	"0"	"0"	"0"
"3319"	"marchidori"	"1"	"0"	"0"	"0"
"3320"	"rublo"	"1"	"0"	"0"	"0"
"3321"	"gallizzi"	"1"	"0"	"0"	"0"
"3322"	"carraro"	"1"	"0"	"0"	"0"
"3323"	"valloto"	"1"	"0"	"0"	"0"
"3324"	"rumieri"	"1"	"0"	"0"	"0"
"3325"	"morolin"	"1"	"0"	"0"	"0"
"3326"	"chiucussi"	"1"	"0"	"0"	"0"
"3327"	"susiman"	"1"	"0"	"0"	"0"
"3328"	"somssois"	"1"	"0"	"0"	"0"
"3329"	"barcella"	"1"	"0"	"0"	"0"
"3330"	"tagher"	"1"	"0"	"0"	"0"
"3331"	"cromer"	"1"	"0"	"0"	"0"
"3332"	"venuti"	"1"	"0"	"0"	"0"
"3333"	"tan"	"1"	"0"	"0"	"0"
"3334"	"marzari"	"1"	"0"	"0"	"0"
"3335"	"prefetura"	"1"	"0"	"0"	"0"
"3336"	"prefettura"	"1"	"0"	"0"	"0"
"3337"	"brunello"	"1"	"0"	"0"	"0"
"3338"	"gagini"	"1"	"0"	"0"	"0"
"3339"	"chizzalli"	"1"	"0"	"0"	"0"
"3340"	"rusteghello"	"1"	"0"	"0"	"0"
"3341"	"ceriman"	"1"	"0"	"0"	"0"
"3342"	"boccacini"	"1"	"0"	"0"	"0"
"3343"	"miari"	"1"	"0"	"0"	"0"
"3344"	"macora"	"1"	"0"	"0"	"0"
"3345"	"melanzini"	"1"	"0"	"0"	"0"
"3346"	"occioni"	"1"	"0"	"0"	"0"
"3347"	"venedramin"	"1"	"0"	"0"	"0"
"3348"	"volpato"	"1"	"0"	"0"	"0"
"3349"	"vessil"	"1"	"0"	"0"	"0"
"3350"	"boscovich"	"1"	"0"	"0"	"0"
"3351"	"scarizza"	"1"	"0"	"0"	"0"
"3352"	"zappella"	"1"	"0"	"0"	"0"
"3353"	"rampinelli"	"1"	"0"	"0"	"0"
"3354"	"isella"	"1"	"0"	"0"	"0"
"3355"	"locatello"	"1"	"0"	"0"	"0"
"3356"	"guizzalli"	"1"	"0"	"0"	"0"
"3357"	"serusa"	"1"	"0"	"0"	"0"
"3358"	"bonini"	"1"	"0"	"0"	"0"
"3359"	"chizzali"	"1"	"0"	"0"	"0"
"3360"	"celebrini"	"1"	"0"	"0"	"0"
"3361"	"savioli"	"1"	"0"	"0"	"0"
"3362"	"peruta"	"1"	"0"	"0"	"0"
"3363"	"dionisio"	"1"	"0"	"0"	"0"
"3364"	"padoan"	"1"	"0"	"0"	"0"
"3365"	"farseti"	"1"	"0"	"0"	"0"
"3366"	"brasuich"	"1"	"0"	"0"	"0"
"3367"	"ughi"	"1"	"0"	"0"	"0"
"3368"	"bragolina"	"1"	"0"	"0"	"0"
"3369"	"bochini"	"1"	"0"	"0"	"0"
"3370"	"roder"	"1"	"0"	"0"	"0"
"3371"	"vanest"	"1"	"0"	"0"	"0"
"3372"	"frari"	"1"	"0"	"0"	"0"
"3373"	"armacor"	"1"	"0"	"0"	"0"
"3374"	"zanuti"	"1"	"0"	"0"	"0"
"3375"	"poloni"	"1"	"0"	"0"	"0"
"3376"	"ongaro"	"1"	"0"	"0"	"0"
"3377"	"nardo"	"1"	"0"	"0"	"0"
"3378"	"archetti"	"1"	"0"	"0"	"0"
"3379"	"menegus"	"1"	"0"	"0"	"0"
"3380"	"druza"	"1"	"0"	"0"	"0"
"3381"	"melli"	"1"	"0"	"0"	"0"
"3382"	"verini"	"1"	"0"	"0"	"0"
"3383"	"giviani"	"1"	"0"	"0"	"0"
"3384"	"gianolla"	"1"	"0"	"0"	"0"
"3385"	"gianola"	"1"	"0"	"0"	"0"
"3386"	"malosso"	"1"	"0"	"0"	"0"
"3387"	"marcheti"	"1"	"0"	"0"	"0"
"3388"	"tamossi"	"1"	"0"	"0"	"0"
"3389"	"balla"	"1"	"0"	"0"	"0"
"3390"	"perotin"	"1"	"0"	"0"	"0"
"3391"	"panciera"	"1"	"0"	"0"	"0"
"3392"	"satelico"	"1"	"0"	"0"	"0"
"3393"	"ambelicopolo"	"1"	"0"	"0"	"0"
"3394"	"vettioli"	"1"	"0"	"0"	"0"
"3395"	"capuzzo"	"1"	"0"	"0"	"0"
"3396"	"corpuzzo"	"1"	"0"	"0"	"0"
"3397"	"bollis"	"1"	"0"	"0"	"0"
"3398"	"manarin"	"1"	"0"	"0"	"0"
"3399"	"catonari"	"1"	"0"	"0"	"0"
"3400"	"manarina"	"1"	"0"	"0"	"0"
"3401"	"pantanali"	"1"	"0"	"0"	"0"
"3402"	"rogia"	"1"	"0"	"0"	"0"
"3403"	"lombardini"	"1"	"0"	"0"	"0"
"3404"	"testori"	"1"	"0"	"0"	"0"
"3405"	"marsand"	"1"	"0"	"0"	"0"
"3406"	"cristofoli"	"1"	"0"	"0"	"0"
"3407"	"tabacco"	"1"	"0"	"0"	"0"
"3408"	"burella"	"1"	"0"	"0"	"0"
"3409"	"sarmazia"	"1"	"0"	"0"	"0"
"3410"	"bonomio"	"1"	"0"	"0"	"0"
"3411"	"simonato"	"1"	"0"	"0"	"0"
"3412"	"feracina"	"1"	"0"	"0"	"0"
"3413"	"aragoni"	"1"	"0"	"0"	"0"
"3414"	"lavesi"	"1"	"0"	"0"	"0"
"3415"	"pedretti"	"1"	"0"	"0"	"0"
"3416"	"pedreti"	"1"	"0"	"0"	"0"
"3417"	"barachi"	"1"	"0"	"0"	"0"
"3418"	"zavaldi"	"1"	"0"	"0"	"0"
"3419"	"passati"	"1"	"0"	"0"	"0"
"3420"	"morari"	"1"	"0"	"0"	"0"
"3421"	"zochi"	"1"	"0"	"0"	"0"
"3422"	"muchiachion"	"1"	"0"	"0"	"0"
"3423"	"ragona"	"1"	"0"	"0"	"0"
"3424"	"coloti"	"1"	"0"	"0"	"0"
"3425"	"locati"	"1"	"0"	"0"	"0"
"3426"	"mini"	"1"	"0"	"0"	"0"
"3427"	"bagliardi"	"1"	"0"	"0"	"0"
"3428"	"marsari"	"1"	"0"	"0"	"0"
"3429"	"zoppetti"	"1"	"0"	"0"	"0"
"3430"	"ferraresi"	"1"	"0"	"0"	"0"
"3431"	"palazzi"	"1"	"0"	"0"	"0"
"3432"	"balico"	"1"	"0"	"0"	"0"
"3433"	"pascotin"	"1"	"0"	"0"	"0"
"3434"	"rame"	"1"	"0"	"0"	"0"
"3435"	"scipioni"	"1"	"0"	"0"	"0"
"3436"	"alessandrini"	"1"	"0"	"0"	"0"
"3437"	"veneziasulan"	"1"	"0"	"0"	"0"
"3438"	"morando"	"1"	"0"	"0"	"0"
"3439"	"gavazza"	"1"	"0"	"0"	"0"
"3440"	"savardina"	"1"	"0"	"0"	"0"
"3441"	"dian"	"1"	"0"	"0"	"0"
"3442"	"torniello"	"1"	"0"	"0"	"0"
"3443"	"dondirologlio"	"1"	"0"	"0"	"1"
"3444"	"cigureo"	"1"	"0"	"0"	"0"
"3445"	"vettori"	"1"	"0"	"0"	"0"
"3446"	"giacomi"	"1"	"0"	"0"	"0"
"3447"	"latti"	"1"	"0"	"0"	"0"
"3448"	"lorenzoni"	"1"	"0"	"0"	"0"
"3449"	"acerboni"	"1"	"0"	"0"	"0"
"3450"	"ongareto"	"1"	"0"	"0"	"0"
"3451"	"corena"	"1"	"0"	"0"	"0"
"3452"	"barati"	"1"	"0"	"0"	"0"
"3453"	"varesti"	"1"	"0"	"0"	"0"
"3454"	"zampiceni"	"1"	"0"	"0"	"0"
"3455"	"barzi"	"1"	"0"	"0"	"0"
"3456"	"caimer"	"1"	"0"	"0"	"0"
"3457"	"fachini"	"1"	"0"	"0"	"0"
"3458"	"benzi"	"1"	"0"	"0"	"0"
"3459"	"cecchini"	"1"	"0"	"0"	"0"
"3460"	"todesca"	"1"	"0"	"0"	"0"
"3461"	"giuponi"	"1"	"0"	"0"	"0"
"3462"	"luciani"	"1"	"0"	"0"	"0"
"3463"	"xarcovich"	"1"	"0"	"0"	"0"
"3464"	"battistiol"	"1"	"0"	"0"	"0"
"3465"	"="	"1"	"0"	"0"	"0"
"3466"	"mazzoca"	"1"	"0"	"0"	"0"
"3467"	"zuliano"	"1"	"0"	"0"	"0"
"3468"	"mainenti"	"1"	"0"	"0"	"0"
"3469"	"dorigo"	"1"	"0"	"0"	"0"
"3470"	"zanardelli"	"1"	"0"	"0"	"0"
"3471"	"calliari"	"1"	"0"	"0"	"0"
"3472"	"pratarol"	"1"	"0"	"0"	"0"
"3473"	"venturali"	"1"	"0"	"0"	"0"
"3474"	"brati"	"1"	"0"	"0"	"0"
"3475"	"orsetti"	"1"	"0"	"0"	"0"
"3476"	"naseti"	"1"	"0"	"0"	"0"
"3477"	"mosta"	"1"	"0"	"0"	"0"
"3478"	"bortoloto"	"1"	"0"	"0"	"0"
"3479"	"galizzi"	"1"	"0"	"0"	"0"
"3480"	"succhetta"	"1"	"0"	"0"	"0"
"3481"	"gallizioli"	"1"	"0"	"0"	"0"
"3482"	"covera"	"1"	"0"	"0"	"0"
"3483"	"conz"	"1"	"0"	"0"	"0"
"3484"	"zoppeti"	"1"	"0"	"0"	"0"
"3485"	"dolcetta"	"1"	"0"	"0"	"0"
"3486"	"bonferro"	"1"	"0"	"0"	"0"
"3487"	"nianin"	"1"	"0"	"0"	"0"
"3488"	"monfardini"	"1"	"0"	"0"	"0"
"3489"	"beloti"	"1"	"0"	"0"	"0"
"3490"	"della"	"1"	"0"	"0"	"0"
"3491"	"bollini"	"1"	"0"	"0"	"0"
"3492"	"picardi"	"1"	"0"	"0"	"0"
"3493"	"compagnon"	"1"	"0"	"0"	"0"
"3494"	"scaggio"	"1"	"0"	"0"	"0"
"3495"	"lunarda"	"1"	"0"	"0"	"0"
"3496"	"schiaffin"	"1"	"0"	"0"	"0"
"3497"	"revedin"	"1"	"0"	"0"	"0"
"3498"	"antipa"	"1"	"0"	"0"	"0"
"3499"	"rosa"	"1"	"0"	"0"	"0"
"3500"	"gatimburgo"	"1"	"0"	"0"	"0"
"3501"	"virla"	"1"	"0"	"0"	"0"
"3502"	"dessar"	"1"	"0"	"0"	"0"
"3503"	"speranza"	"1"	"0"	"0"	"0"
"3504"	"mazzon"	"1"	"0"	"0"	"0"
"3505"	"franzoni"	"1"	"0"	"0"	"0"
"3506"	"mazzochi"	"1"	"0"	"0"	"0"
"3507"	"pasineti"	"1"	"0"	"0"	"0"
"3508"	"fagherazzi"	"1"	"0"	"0"	"0"
"3509"	"bv"	"1"	"0"	"0"	"0"
"3510"	"fantini"	"1"	"0"	"0"	"0"
"3511"	"giurati"	"1"	"0"	"0"	"0"
"3512"	"pietropoli"	"1"	"0"	"0"	"0"
"3513"	"bragolin"	"1"	"0"	"0"	"0"
"3514"	"garati"	"1"	"0"	"0"	"0"
"3515"	"moreti"	"1"	"0"	"0"	"0"
"3516"	"fusato"	"1"	"0"	"0"	"0"
"3517"	"guerini"	"1"	"0"	"0"	"0"
"3518"	"brusengnin"	"1"	"0"	"0"	"0"
"3519"	"veturi"	"1"	"0"	"0"	"0"
"3520"	"lacedelli"	"1"	"0"	"0"	"0"
"3521"	"zanato"	"1"	"0"	"0"	"0"
"3522"	"canalb"	"1"	"0"	"0"	"0"
"3523"	"pigazzo"	"1"	"0"	"0"	"0"
"3524"	"saise"	"1"	"0"	"0"	"0"
"3525"	"polarol"	"1"	"0"	"0"	"0"
"3526"	"aiquisti"	"1"	"0"	"0"	"0"
"3527"	"matoni"	"1"	"0"	"0"	"0"
"3528"	"levi"	"1"	"0"	"0"	"0"
"3529"	"pedrochi"	"1"	"0"	"0"	"0"
"3530"	"buldu"	"1"	"0"	"0"	"0"
"3531"	"puliti"	"1"	"0"	"0"	"0"
"3532"	"fustignoni"	"1"	"0"	"0"	"0"
"3533"	"pazienti"	"1"	"0"	"0"	"0"
"3534"	"coa"	"1"	"0"	"0"	"0"
"3535"	"panzani"	"1"	"0"	"0"	"0"
"3536"	"fagherassi"	"1"	"0"	"0"	"0"
"3537"	"corer"	"1"	"0"	"0"	"0"
"3538"	"ferarin"	"1"	"0"	"0"	"0"
"3539"	"zaneti"	"1"	"0"	"0"	"0"
"3540"	"bucci"	"1"	"0"	"0"	"0"
"3541"	"burinello"	"1"	"0"	"0"	"0"
"3542"	"bortoloti"	"1"	"0"	"0"	"0"
"3543"	"pedrali"	"1"	"0"	"0"	"0"
"3544"	"pelicioli"	"1"	"0"	"0"	"0"
"3545"	"capellania"	"1"	"0"	"0"	"0"
"3546"	"ziviani"	"1"	"0"	"0"	"0"
"3547"	"paron"	"1"	"0"	"0"	"0"
"3548"	"codognato"	"1"	"0"	"0"	"0"
"3549"	"furiana"	"1"	"0"	"0"	"0"
"3550"	"pomoni"	"1"	"0"	"0"	"0"
"3551"	"zilosi"	"1"	"0"	"0"	"0"
"3552"	"bressanin"	"1"	"0"	"0"	"0"
"3553"	"dalmaschio"	"1"	"0"	"0"	"0"
"3554"	"gandon"	"1"	"0"	"0"	"0"
"3555"	"taruzzelli"	"1"	"0"	"0"	"0"
"3556"	"ridossi"	"1"	"0"	"0"	"0"
"3557"	"fracasseti"	"1"	"0"	"0"	"0"
"3558"	"morasciuti"	"1"	"0"	"0"	"0"
"3559"	"gavazzi"	"1"	"0"	"0"	"0"
"3560"	"munerato"	"1"	"0"	"0"	"0"
"3561"	"medi"	"1"	"0"	"0"	"0"
"3562"	"crovato"	"1"	"0"	"0"	"0"
"3563"	"degli"	"1"	"0"	"0"	"0"
"3564"	"azzoni"	"1"	"0"	"0"	"0"
"3565"	"cantaruto"	"1"	"0"	"0"	"0"
"3566"	"ferari"	"1"	"0"	"0"	"0"
"3567"	"maja"	"1"	"0"	"0"	"0"
"3568"	"navi"	"1"	"0"	"0"	"0"
"3569"	"ruzini"	"1"	"0"	"0"	"0"
"3570"	"pinton"	"1"	"0"	"0"	"0"
"3571"	"darizzo"	"1"	"0"	"0"	"0"
"3572"	"ep"	"1"	"0"	"0"	"0"
"3573"	"ciciliani"	"1"	"0"	"0"	"0"
"3574"	"selenicher"	"1"	"0"	"0"	"0"
"3575"	"paganoto"	"1"	"0"	"0"	"0"
"3576"	"favorito"	"1"	"0"	"0"	"0"
"3577"	"latis"	"1"	"0"	"0"	"0"
"3578"	"mengoto"	"1"	"0"	"0"	"0"
"3579"	"cappelo"	"1"	"0"	"0"	"0"
